Country,Year,Mortality Rate,Oil Consumption per capita (tonnes per year),Population,GDP per capita (US$),Continent,GDP per capita (log US$)
Brazil,1979,100.6,0.48,119447303,1853,South America,7.52456122628536
Canada,1979,13.3,3.77,24201544,10077,North America,9.218010878280403
Switzerland,1979,10.9,2.04,6294365,11323,Europe,9.33459133431404
Chile,1979,36.7,0.47,11304331,1929,South America,7.564757012905729
China,1979,66.1,0.09,969005000,183,Asia,5.209486152841421
Colombia,1979,61.9,0.28,25579323,1092,South America,6.9957661563048505
Germany,1979,16.0,2.08,78126350,11281,Europe,9.33087517360492
Denmark,1979,10.3,3.1,5116801,13752,Europe,9.528939547062684
Algeria,1979,162.5,0.3,18166981,1829,Africa,7.511524648390866
Ecuador,1979,95.6,0.3,7922490,1789,South America,7.489412083508719
Spain,1979,16.1,1.32,37191330,5770,Europe,8.660427359502146
Finland,1979,9.2,2.79,4764690,9332,Europe,9.14120463314132
France,1979,12.8,2.21,54753575,11213,Europe,9.324829098460881
United Kingdom,1979,14.9,1.68,56246951,7805,Europe,8.962519832949532
Greece,1979,20.9,1.3,9548258,5705,Europe,8.649098262296176
Hungary,1979,25.1,1.09,10704152,11799,Europe,9.375770061099919
Indonesia,1979,124.6,0.12,144693087,355,Asia,5.872117789475416
India,1979,174.5,0.05,681248383,224,Asia,5.4116460518550396
Ireland,1979,15.6,1.88,3373750,5429,Europe,8.599510233905452
Iceland,1979,10.3,2.71,225735,12640,Europe,9.444621667700849
Italy,1979,17.0,1.84,56317749,6990,Europe,8.852235835227855
Japan,1979,10.5,2.31,115890000,9103,Asia,9.116359308505288
Kazakhstan,1979,72.4,0.98,13957795,4112,Asia,8.321664807135
"Korea, Rep.",1979,38.3,0.66,37534236,1783,Asia,7.48605261786314
Kuwait,1979,38.9,3.25,1412266,17524,Asia,9.771326648933789
Lithuania,1979,21.1,2.81,3397842,9110,Europe,9.117127990254003
Mexico,1979,74.8,0.65,65972912,2039,North America,7.620214770574455
Malaysia,1979,32.4,0.53,12875011,1647,Asia,7.4067107301776405
Netherlands,1979,11.2,2.95,14038270,12798,Europe,9.457044187699406
Norway,1979,10.4,2.35,4072517,13046,Europe,9.476236852356042
New Zealand,1979,16.1,1.35,3109000,6667,Oceania,8.80492526261806
Pakistan,1979,167.1,0.06,77407341,254,Asia,5.537334267018537
Peru,1979,129.2,0.36,17059185,935,South America,6.840546529288687
Philippines,1979,80.4,0.25,47154232,662,Asia,6.495265555937008
Poland,1979,24.7,0.49,35247217,3454,Europe,8.147288258706624
Portugal,1979,29.7,0.83,9661265,2755,Europe,7.9211727215870145
Qatar,1979,38.2,2.13,260368,21634,Asia,9.982021430190235
Romania,1979,36.8,0.89,22090488,3052,Europe,8.023552392404348
Saudi Arabia,1979,99.8,3.55,9682002,11553,Asia,9.354700422483019
Singapore,1979,15.1,4.04,2383500,3900,Asia,8.268731832117737
Slovak Republic,1979,17.6,1.46,4938973,12221,Europe,9.410911062438
Sweden,1979,8.7,3.29,8293678,14877,Europe,9.607571675157244
Thailand,1979,63.8,0.24,44760091,611,Asia,6.415096959171596
Turkmenistan,1979,123.6,3.11,2794392,15623,Asia,9.656499466411903
Ukraine,1979,26.6,0.79,49739734,5517,Europe,8.61558951327243
United States,1979,15.6,3.81,225055000,11674,North America,9.365119425763737
Uzbekistan,1979,126.9,1.23,15558907,9833,Asia,9.193499354780156
South Africa,1979,99.5,0.41,28697014,2196,Africa,7.694392802629421
United Arab Emirates,1980,35.3,5.29,1014048,42995,Asia,10.668839108844997
Argentina,1980,42.9,0.81,28024803,2746,South America,7.917900586327916
Australia,1980,13.0,2.02,14692000,10208,Oceania,9.23092700558457
Austria,1980,16.2,1.61,7549433,10869,Europe,9.293669979563187
Azerbaijan,1980,42.4,1.94,6160500,5440,Asia,8.601534339849989
Bangladesh,1980,205.3,0.02,83929765,216,Asia,5.375278407684165
Bulgaria,1980,23.8,1.58,8861535,2238,Europe,7.71333788887187
Belarus,1980,21.1,0.82,9643000,3297,Europe,8.10076824307173
Brazil,1980,96.3,0.46,122288383,1941,South America,7.57095858316901
Canada,1980,12.5,3.68,24515667,11207,North America,9.324293862052029
Switzerland,1980,10.4,2.04,6319408,19393,Europe,9.872667455196241
Chile,1980,33.0,0.45,11469828,2531,South America,7.836369760545124
China,1980,62.7,0.09,981235000,194,Asia,5.267858159063328
Colombia,1980,58.2,0.29,26176195,1275,South America,7.150701457592526
Germany,1980,15.0,1.88,78288576,12138,Europe,9.4040963063958
Denmark,1980,10.0,2.65,5123027,13883,Europe,9.538420349034803
Algeria,1980,149.9,0.29,18739378,2259,Africa,7.7226775164680035
Ecuador,1980,91.3,0.37,8135845,2197,South America,7.69484807238461
Spain,1980,14.9,1.39,37491165,6208,Europe,8.733594061863055
Finland,1980,8.7,2.68,4779535,11223,Europe,9.325720523016257
France,1980,12.4,2.04,55052582,12738,Europe,9.45234493093131
United Kingdom,1980,14.1,1.44,56314216,10032,Europe,9.213535262872702
Greece,1980,19.4,1.29,9642505,5893,Europe,8.681520484837913
Hungary,1980,23.6,1.05,10711122,11799,Europe,9.375770061099919
Indonesia,1980,120.8,0.13,148177096,489,Asia,6.192362489474872
India,1980,169.0,0.05,696828385,267,Asia,5.58724865840025
Ireland,1980,14.3,1.67,3412800,6372,Europe,8.759668671029939
Iceland,1980,9.7,2.41,228138,14821,Europe,9.603800372956915
Italy,1980,16.1,1.74,56433883,8456,Europe,9.042631527550073
Japan,1980,9.9,2.05,116807000,9463,Asia,9.155144736508232
Kazakhstan,1980,70.6,1.64,14172710,7491,Asia,8.921457578947884
"Korea, Rep.",1980,36.2,0.64,38123775,1715,Asia,7.44716835960004
Kuwait,1980,36.0,3.16,1493870,19170,Asia,9.86110183603969
Lithuania,1980,20.5,2.64,3413202,7649,Europe,8.942330199321866
Mexico,1980,71.6,0.71,67705186,3036,North America,8.01829613851552
Malaysia,1980,30.2,0.58,13215707,1852,Asia,7.524021415206125
Netherlands,1980,10.9,2.74,14149800,13791,Europe,9.531771484474337
Norway,1980,10.1,2.27,4085620,15772,Europe,9.665991494997519
New Zealand,1980,15.6,1.31,3112900,7467,Oceania,8.918248591035702
Pakistan,1980,165.0,0.06,80624057,293,Asia,5.680172609017068
Peru,1980,126.3,0.38,17492406,1036,South America,6.943122422819428
Philippines,1980,79.5,0.23,48419546,761,Asia,6.634633357861686
Poland,1980,23.9,0.48,35574150,2818,Europe,7.943782692458625
Portugal,1980,27.5,0.86,9766312,3368,Europe,8.122074375362217
Qatar,1980,36.3,2.63,277450,28218,Asia,10.247715351173103
Romania,1980,35.9,0.84,22207282,3816,Europe,8.246958032568177
Saudi Arabia,1980,93.2,3.05,10171710,16176,Asia,9.691283941260252
Singapore,1980,14.8,3.94,2413945,4928,Asia,8.502688505213357
Slovak Republic,1980,9.4,1.34,4979815,19952,Europe,9.901084667919818
Sweden,1980,8.4,2.98,8310531,17097,Europe,9.74665828850311
Thailand,1980,60.9,0.24,45737753,707,Asia,6.561030665896573
Turkmenistan,1980,118.9,2.04,2862903,2987,Asia,8.00202481821611
Ukraine,1980,26.0,0.49,49973920,2231,Europe,7.7102051944325325
United States,1980,15.0,3.46,227225000,12574,North America,9.439386468943006
Uzbekistan,1980,118.2,1.74,15947129,10629,Asia,9.271341393533582
South Africa,1980,94.7,0.41,29463549,3034,Africa,8.017637159908478
United Arab Emirates,1981,32.0,5.41,1100180,44841,Asia,10.710878178453925
Argentina,1981,39.4,0.76,28471285,2763,South America,7.924072324923417
Australia,1981,12.5,1.96,14923260,11853,Oceania,9.3803362790795
Austria,1981,15.5,1.46,7568710,9385,Europe,9.14686794902061
Azerbaijan,1981,13.7,2.11,6257750,8260,Asia,9.019179866515024
Bangladesh,1981,200.3,0.02,86154836,235,Asia,5.459585514144159
Bulgaria,1981,22.9,1.4,8891117,2234,Europe,7.711548979629146
Belarus,1981,20.2,1.34,9710000,4774,Europe,8.470939806898775
Brazil,1981,92.0,0.43,125168060,2061,South America,7.630946580890459
Canada,1981,11.8,3.4,24819915,12379,North America,9.42375676753181
Switzerland,1981,10.0,1.88,6354074,17664,Europe,9.779283949076822
Chile,1981,29.9,0.45,11637613,2965,South America,7.994632311431825
China,1981,59.9,0.08,993885000,197,Asia,5.2832037287379885
Colombia,1981,54.7,0.29,26785982,1358,South America,7.213768308118642
Germany,1981,14.1,1.71,78407907,10209,Europe,9.231024963169016
Denmark,1981,9.8,2.5,5121572,12081,Europe,9.399389249519563
Algeria,1981,135.3,0.3,19351357,2291,Africa,7.736743682453495
Ecuador,1981,86.9,0.41,8352602,2611,South America,7.8674885686991285
Spain,1981,13.8,1.33,37758631,5371,Europe,8.58876938990546
Finland,1981,8.2,2.55,4799964,10926,Europe,9.298900548955663
France,1981,11.9,1.83,55371044,11116,Europe,9.316140790862395
United Kingdom,1981,13.4,1.33,56333829,9598,Europe,9.169310022418191
Greece,1981,18.1,1.23,9729350,5380,Europe,8.59044365315583
Hungary,1981,22.5,1.01,10711848,11799,Europe,9.375770061099919
Indonesia,1981,117.1,0.14,151686337,563,Asia,6.333279628139691
India,1981,163.8,0.05,712869298,271,Asia,5.602118820879701
Ireland,1981,13.2,1.47,3453000,5986,Europe,8.697178688412643
Iceland,1981,9.1,2.33,230755,15137,Europe,9.624897356762565
Italy,1981,15.2,1.7,56501675,7622,Europe,8.938794081433805
Japan,1981,9.3,1.92,117661000,10360,Asia,9.245707515813473
Kazakhstan,1981,68.5,1.4,14397391,6894,Asia,8.83840674707681
"Korea, Rep.",1981,33.9,0.63,38723248,1883,Asia,7.5406215286571525
Kuwait,1981,33.0,4.03,1573026,15929,Asia,9.675896626294639
Lithuania,1981,19.8,2.6,3432947,7571,Europe,8.932080438103307
Mexico,1981,68.4,0.75,69233769,3810,North America,8.245384468120747
Malaysia,1981,28.2,0.59,13564594,1843,Asia,7.519149957669823
Netherlands,1981,10.6,2.52,14247208,11520,Europe,9.351839934249883
Norway,1981,9.9,2.13,4099702,15512,Europe,9.649369196922487
New Zealand,1981,15.2,1.23,3124900,7813,Oceania,8.963544291996744
Pakistan,1981,162.8,0.06,84270202,333,Asia,5.808142489980444
Peru,1981,123.1,0.38,17932344,1207,South America,7.095893221097532
Philippines,1981,78.5,0.21,49679330,815,Asia,6.703188113240863
Poland,1981,23.3,0.45,35898587,3255,Europe,8.08794755464267
Portugal,1981,25.8,0.9,9851362,3245,Europe,8.08487062913819
Qatar,1981,34.6,2.56,294887,29371,Asia,10.287763071961688
Romania,1981,34.4,0.75,22353070,1360,Europe,7.215239978730097
Saudi Arabia,1981,87.0,3.44,10678211,17258,Asia,9.756031083068253
Singapore,1981,14.1,4.44,2532835,5596,Asia,8.629807335785372
Slovak Republic,1981,21.6,1.31,5016105,12219,Europe,9.410747396316522
Sweden,1981,8.2,2.69,8320503,15586,Europe,9.654128354403506
Thailand,1981,58.1,0.23,46727292,745,Asia,6.61338421837956
Turkmenistan,1981,114.3,4.14,2932934,15585,Asia,9.654064192201437
Ukraine,1981,25.3,0.61,50221000,3363,Europe,8.12058871174027
United States,1981,14.4,3.22,229466000,13976,North America,9.545096851813893
Uzbekistan,1981,109.9,1.77,16335642,21406,Asia,9.971426535544321
South Africa,1981,90.1,0.44,30232561,3080,Africa,8.03268487596762
United Arab Emirates,1982,29.1,5.49,1167856,39921,Asia,10.594657780211852
Argentina,1982,36.5,0.72,28922762,2914,South America,7.97728198675515
Australia,1982,12.2,1.88,15184247,12778,Oceania,9.455480221162288
Austria,1982,14.8,1.39,7574140,9410,Europe,9.149528232579426
Azerbaijan,1982,110.0,1.57,6357550,11323,Asia,9.33459133431404
Bangladesh,1982,195.0,0.02,88555336,209,Asia,5.342334251964811
Bulgaria,1982,22.2,1.35,8917457,2169,Europe,7.682021510826875
Belarus,1982,19.4,0.7,9776000,2407,Europe,7.786136437783072
Brazil,1982,87.8,0.43,128065095,2118,South America,7.658227526161352
Canada,1982,11.2,3.01,25116942,12526,North America,9.435561763085358
Switzerland,1982,9.7,1.77,6391309,18000,Europe,9.798127036878302
Chile,1982,27.0,0.43,11807408,2144,South America,7.670428522190693
China,1982,57.7,0.08,1008630000,203,Asia,5.313205979041787
Colombia,1982,51.5,0.27,27405194,1421,South America,7.259116128097101
Germany,1982,13.2,1.62,78333366,9913,Europe,9.201602306032898
Denmark,1982,9.6,2.14,5117810,11804,Europe,9.376193736062831
Algeria,1982,119.0,0.31,20000096,2260,Africa,7.723120092266331
Ecuador,1982,82.3,0.43,8572607,2324,South America,7.751045117971802
Spain,1982,13.0,1.26,37986012,5159,Europe,8.54849804124465
Finland,1982,7.9,2.34,4826933,10938,Europe,9.299998243906717
France,1982,11.5,1.68,55694106,10501,Europe,9.259225769705994
United Kingdom,1982,12.7,1.34,56313641,9145,Europe,9.120962560824966
Greece,1982,17.1,1.21,9789513,5579,Europe,8.626764827845529
Hungary,1982,22.1,0.96,10705535,11799,Europe,9.375770061099919
Indonesia,1982,113.4,0.14,155228658,580,Asia,6.363028103540465
India,1982,159.0,0.05,729169466,275,Asia,5.616771097666572
Ireland,1982,12.4,1.27,3485800,6160,Europe,8.725832056527565
Iceland,1982,8.7,2.24,233860,13711,Europe,9.525953709356655
Italy,1982,14.3,1.6,56543548,7556,Europe,8.9300972286214
Japan,1982,8.8,1.77,118480000,9575,Asia,9.166910814048848
Kazakhstan,1982,66.3,1.18,14634179,7070,Asia,8.863615758890619
"Korea, Rep.",1982,31.6,0.61,39326352,1992,Asia,7.596894438144544
Kuwait,1982,30.0,4.34,1652921,13053,Asia,9.47677327138879
Lithuania,1982,19.2,1.73,3457179,8848,Europe,9.087946723762116
Mexico,1982,65.4,0.75,70656783,2612,North America,7.867871490396322
Malaysia,1982,26.3,0.62,13921029,1925,Asia,7.562681246721884
Netherlands,1982,10.4,2.17,14312690,11072,Europe,9.31217467785745
Norway,1982,9.9,2.01,4114787,15224,Europe,9.630628408975985
New Zealand,1982,14.8,1.22,3156100,7656,Oceania,8.94324493313279
Pakistan,1982,160.5,0.07,87828198,349,Asia,5.855071922202427
Peru,1982,119.4,0.36,18374372,1186,South America,7.078341579557671
Philippines,1982,77.4,0.2,50938522,828,Asia,6.71901315438526
Poland,1982,22.7,0.42,36230481,3104,Europe,8.04044688130311
Portugal,1982,24.2,0.96,9911771,3079,Europe,8.0323601479245
Qatar,1982,33.0,2.81,312608,24301,Asia,10.098272780745283
Romania,1982,32.7,0.73,22475741,2509,Europe,7.827639546366422
Saudi Arabia,1982,81.1,3.57,11201154,13680,Asia,9.523690191176541
Singapore,1982,13.2,4.23,2646466,6077,Asia,8.712266432135355
Slovak Republic,1982,20.7,1.19,5055099,12697,Europe,9.449121024069791
Sweden,1982,8.0,2.46,8325263,13738,Europe,9.527920994773828
Thailand,1982,55.4,0.2,47700340,767,Asia,6.642486801367256
Turkmenistan,1982,109.6,2.78,3005972,4915,Asia,8.500047032581268
Ukraine,1982,24.5,0.55,50384000,2216,Europe,7.703459047867175
United States,1982,13.9,3.01,231664000,14433,North America,9.577272530367564
Uzbekistan,1982,102.3,1.47,16735643,9498,Asia,9.158836529109067
South Africa,1982,85.8,0.43,31022417,2769,Africa,7.926241523170962
United Arab Emirates,1983,26.6,5.16,1237572,34586,Asia,10.451204254885868
Argentina,1983,34.1,0.72,29377137,3539,South America,8.171599480345463
Australia,1983,11.9,1.78,15393472,11515,Oceania,9.351405812254786
Austria,1983,14.0,1.34,7561910,9537,Europe,9.162934249578912
Azerbaijan,1983,107.2,1.89,6459800,18892,Asia,9.846493831016009
Bangladesh,1983,189.4,0.02,91045478,193,Asia,5.262690188904886
Bulgaria,1983,21.5,1.3,8939738,1852,Europe,7.524021415206125
Belarus,1983,18.7,0.7,9843000,2203,Europe,7.697575346802343
Brazil,1983,84.0,0.41,130977370,1448,South America,7.277938572945661
Canada,1983,10.6,2.79,25366451,13476,North America,9.508665604526444
Switzerland,1983,9.4,1.92,6418773,17858,Europe,9.790206866077162
Chile,1983,24.6,0.41,11976513,1699,South America,7.4377951216719325
China,1983,56.0,0.08,1023310000,225,Asia,5.41610040220442
Colombia,1983,48.5,0.28,28042329,1381,South America,7.2305631534092925
Germany,1983,12.5,1.58,78128282,9864,Europe,9.19664704484418
Denmark,1983,9.6,2.03,5114297,11857,Europe,9.380673689458071
Algeria,1983,102.3,0.34,20682111,2359,Africa,7.765993079407675
Ecuador,1983,77.9,0.39,8795873,1950,South America,7.575584651557793
Spain,1983,12.3,1.25,38171525,4478,Europe,8.4069317971587
Finland,1983,7.6,2.16,4855787,10497,Europe,9.258844781035798
France,1983,11.1,1.63,55992656,9998,Europe,9.210140351973516
United Kingdom,1983,12.1,1.28,56332848,8691,Europe,9.07004328643746
Greece,1983,16.2,1.16,9846627,5019,Europe,8.520985989654934
Hungary,1983,21.9,0.91,10689463,9292,Europe,9.1369090938903
Indonesia,1983,109.8,0.13,158790611,510,Asia,6.234410725718371
India,1983,154.5,0.05,745826546,292,Asia,5.676753802268282
Ireland,1983,11.7,1.14,3510600,5915,Europe,8.685246776412487
Iceland,1983,8.2,2.07,236977,11671,Europe,9.364862411412354
Italy,1983,13.5,1.58,56564074,7832,Europe,8.965973184210347
Japan,1983,8.3,1.75,119307000,10421,Asia,9.251578279992428
Kazakhstan,1983,64.0,0.92,14885966,4768,Asia,8.469682208745185
"Korea, Rep.",1983,29.2,0.63,39910403,2198,Asia,7.6953031349635665
Kuwait,1983,27.3,4.61,1736028,12022,Asia,9.394493583599107
Lithuania,1983,18.8,1.04,3485192,6224,Europe,8.736168065858228
Mexico,1983,62.5,0.71,72080310,2166,North America,7.680637427560936
Malaysia,1983,24.7,0.64,14292862,2123,Asia,7.660585461703256
Netherlands,1983,10.2,2.04,14367070,10680,Europe,9.276128112514186
Norway,1983,10.0,2.0,4128432,14927,Europe,9.61092693263324
New Zealand,1983,14.5,1.15,3199300,7598,Oceania,8.935640333747571
Pakistan,1983,158.1,0.07,91080372,315,Asia,5.752572638825633
Peru,1983,115.2,0.31,18826906,921,South America,6.825460036255307
Philippines,1983,76.1,0.2,52219685,723,Asia,6.583409222158765
Poland,1983,21.9,0.43,36571808,3066,Europe,8.028129059431759
Portugal,1983,22.9,0.95,9957865,2735,Europe,7.913886714856082
Qatar,1983,31.4,2.55,330454,19571,Asia,9.88180415770497
Romania,1983,31.4,0.65,22560478,2992,Europe,8.003697339094368
Saudi Arabia,1983,75.5,3.72,11746020,10997,Asia,9.305377787310935
Singapore,1983,12.2,4.35,2681061,6633,Asia,8.799812469525556
Slovak Republic,1983,19.8,1.16,5091971,18585,Europe,9.830110082731352
Sweden,1983,7.8,2.21,8329033,12608,Europe,9.44208681209766
Thailand,1983,52.9,0.22,48670565,822,Asia,6.71174039505618
Turkmenistan,1983,105.0,2.01,3082202,10502,Asia,9.259320994197804
Ukraine,1983,23.7,0.76,50564000,2585,Europe,7.85748078694253
United States,1983,13.4,2.98,233792000,15543,North America,9.651365655482898
Uzbekistan,1983,95.6,1.43,17152857,9440,Asia,9.152711259139547
South Africa,1983,81.9,0.42,31865176,3019,Africa,8.012680929706839
United Arab Emirates,1984,24.6,4.51,1308331,31955,Asia,10.372083942084382
Argentina,1984,32.1,0.7,29832197,3919,South America,8.273591798199632
Australia,1984,11.6,1.83,15579391,12421,Oceania,9.427143867544194
Austria,1984,13.3,1.3,7561434,8991,Europe,9.103979355984773
Azerbaijan,1984,104.7,1.56,6567850,23877,Asia,10.080670931473959
Bangladesh,1984,183.6,0.02,93534239,202,Asia,5.308267697401205
Bulgaria,1984,20.7,1.25,8960679,1963,Europe,7.5822291942764615
Belarus,1984,18.1,1.07,9910000,4960,Europe,8.509161019718974
Brazil,1984,80.4,0.41,133888775,1406,South America,7.2485040723706105
Canada,1984,10.1,2.79,25607053,13930,North America,9.54180006677385
Switzerland,1984,9.2,1.84,6441865,16991,Europe,9.740439071085758
Chile,1984,23.1,0.4,12147758,1615,South America,7.387090235656757
China,1984,54.8,0.08,1036825000,250,Asia,5.521460917862246
Colombia,1984,45.9,0.26,28689032,1333,South America,7.195187320178709
Germany,1984,11.8,1.58,77858685,9313,Europe,9.139166552521658
Denmark,1984,9.6,2.03,5111619,11562,Europe,9.355479137642421
Algeria,1984,87.2,0.36,21393530,2510,Africa,7.828038032125829
Ecuador,1984,73.6,0.38,9022979,1874,South America,7.535830462798367
Spain,1984,11.7,1.17,38330364,4489,Europe,8.409385238781931
Finland,1984,7.4,2.18,4881803,10833,Europe,9.290352309945568
France,1984,10.7,1.56,56275701,9430,Europe,9.151651375627504
United Kingdom,1984,11.7,1.59,56422072,8179,Europe,9.009325172734973
Greece,1984,15.4,1.18,9895801,4852,Europe,8.48714627006394
Hungary,1984,21.9,0.96,10668095,9292,Europe,9.1369090938903
Indonesia,1984,106.1,0.14,162331962,522,Asia,6.257667587882639
India,1984,150.3,0.05,762895156,278,Asia,5.627621113690637
Ireland,1984,11.1,1.12,3532423,5692,Europe,8.646816959209742
Iceland,1984,7.9,1.97,239511,11959,Europe,9.389239411968807
Italy,1984,12.7,1.5,56576718,7739,Europe,8.95402775927046
Japan,1984,7.9,1.83,120083000,10978,Asia,9.303648549109834
Kazakhstan,1984,61.8,1.18,15147590,9261,Asia,9.13356731317027
"Korea, Rep.",1984,26.9,0.62,40405956,2413,Asia,7.7886260656250315
Kuwait,1984,24.9,4.67,1813986,11962,Asia,9.389490237604502
Lithuania,1984,18.2,2.71,3514205,11830,Europe,9.378393956972433
Mexico,1984,59.7,0.75,73489654,2506,North America,7.826443135456014
Malaysia,1984,23.1,0.61,14686454,2311,Asia,7.745435610274381
Netherlands,1984,9.9,1.99,14424211,9977,Europe,9.208037722913508
Norway,1984,10.1,2.08,4140099,14989,Europe,9.615071877730596
New Zealand,1984,14.2,1.15,3227100,6713,Oceania,8.811801223938751
Pakistan,1984,155.6,0.08,94003867,331,Asia,5.802118375377063
Peru,1984,110.4,0.31,19285646,912,South America,6.815639990074331
Philippines,1984,74.5,0.16,53514959,667,Asia,6.502790045915623
Poland,1984,21.1,0.44,36904134,4272,Europe,8.35983738064003
Portugal,1984,21.6,0.95,9996232,2522,Europe,7.8328075165248645
Qatar,1984,29.9,2.65,348241,19252,Asia,9.865370230423
Romania,1984,30.8,0.62,22640547,2952,Europe,7.990238185720363
Saudi Arabia,1984,70.2,3.67,12310361,9717,Asia,9.181632207839439
Singapore,1984,11.5,4.5,2732221,7228,Asia,8.885717651712119
Slovak Republic,1984,19.0,1.22,5127097,21087,Europe,9.956412015844014
Sweden,1984,7.7,2.1,8336605,13099,Europe,9.48029117039765
Thailand,1984,50.4,0.23,49636724,842,Asia,6.7357800142423265
Turkmenistan,1984,100.2,2.6,3162165,7893,Asia,8.973731569708402
Ukraine,1984,22.8,0.67,50754000,2278,Europe,7.731053144007127
United States,1984,13.0,3.03,235825000,17121,North America,9.748061059204817
Uzbekistan,1984,89.6,0.99,17594364,8273,Asia,9.020752479190183
South Africa,1984,78.2,0.45,32768207,2590,Africa,7.859413154693583
United Arab Emirates,1985,22.7,5.32,1379536,29432,Asia,10.28983779678461
Argentina,1985,30.6,0.63,30287112,2910,South America,7.975908360165538
Australia,1985,11.3,1.71,15788312,11441,Oceania,9.344958673700944
Austria,1985,12.6,1.3,7564985,9172,Europe,9.123910643977796
Azerbaijan,1985,102.2,1.23,6670150,21118,Asia,9.95788103636646
Bangladesh,1985,177.5,0.02,95959099,232,Asia,5.44673737166631
Bulgaria,1985,19.8,1.16,8960547,1914,Europe,7.5569505720129
Belarus,1985,17.6,2.52,9975000,3443,Europe,8.144098463338524
Brazil,1985,77.1,0.41,136783180,1541,South America,7.340186835320115
Canada,1985,9.8,2.76,25842116,14170,North America,9.558882332684727
Switzerland,1985,9.0,1.86,6470365,17151,Europe,9.749811759932081
Chile,1985,22.4,0.38,12326396,1436,South America,7.269616749608169
China,1985,54.1,0.09,1051040000,294,Asia,5.683579767338681
Colombia,1985,43.6,0.26,29326260,1189,South America,7.080867896690782
Germany,1985,11.1,1.63,77684873,9429,Europe,9.151545325465678
Denmark,1985,9.7,2.09,5113691,12253,Europe,9.413526083949446
Algeria,1985,74.7,0.36,22132905,2617,Africa,7.869783902530146
Ecuador,1985,69.5,0.45,9254311,1853,South America,7.52456122628536
Spain,1985,11.1,1.11,38469512,4699,Europe,8.455104999102815
Finland,1985,7.3,2.19,4902206,11398,Europe,9.341193180394946
France,1985,10.4,1.52,56569195,9778,Europe,9.187890243138591
United Kingdom,1985,11.4,1.37,56550268,8651,Europe,9.065430200180375
Greece,1985,14.6,1.21,9934300,4813,Europe,8.47907586930311
Hungary,1985,21.6,0.98,10648713,9348,Europe,9.142917695658749
Indonesia,1985,102.5,0.13,165791694,514,Asia,6.2422232654551655
India,1985,146.2,0.06,780242084,297,Asia,5.6937321388027
Ireland,1985,10.7,1.11,3538082,6011,Europe,8.701346403039162
Iceland,1985,7.6,2.11,241405,12361,Europe,9.422301633887823
Italy,1985,12.0,1.49,56593071,7990,Europe,8.98594603876032
Japan,1985,7.5,1.72,120837000,11576,Asia,9.35668926831132
Kazakhstan,1985,59.6,1.3,15413315,14545,Asia,9.585002570929301
"Korea, Rep.",1985,24.6,0.64,40805744,2482,Asia,7.8168199657645525
Kuwait,1985,23.0,4.6,1888975,11353,Asia,9.337237305164534
Lithuania,1985,17.4,2.41,3544543,8191,Europe,9.010791269515602
Mexico,1985,57.1,0.76,74872006,2607,North America,7.865955413933502
Malaysia,1985,21.7,0.59,15108135,2065,Asia,7.632885505395133
Netherlands,1985,9.7,2.02,14491632,9926,Europe,9.202912856147385
Norway,1985,10.2,2.16,4152516,15753,Europe,9.66478610230597
New Zealand,1985,13.8,1.1,3247100,7600,Oceania,8.935903526274423
Pakistan,1985,153.1,0.08,97121552,320,Asia,5.768320995793772
Peru,1985,105.1,0.29,19746610,763,South America,6.637258031284457
Philippines,1985,72.5,0.14,54812660,637,Asia,6.456769655572163
Poland,1985,20.3,0.44,37201885,4096,Europe,8.317766166719343
Portugal,1985,20.4,0.88,10023613,2705,Europe,7.902857191280582
Qatar,1985,28.4,3.74,365868,16818,Asia,9.730205020392843
Romania,1985,31.5,0.66,22732999,1156,Europe,7.052721049232323
Saudi Arabia,1985,65.2,3.46,12890245,8060,Asia,8.994668835500674
Singapore,1985,10.9,4.45,2735957,7001,Asia,8.853808274977197
Slovak Republic,1985,18.2,1.2,5161768,26624,Europe,10.189568343620936
Sweden,1985,7.6,2.2,8350386,13666,Europe,9.522666275340724
Thailand,1985,48.0,0.21,50594940,768,Asia,6.643789733147672
Turkmenistan,1985,95.6,1.49,3246887,9673,Asia,9.177093778182547
Ukraine,1985,21.9,1.24,50917000,2293,Europe,7.737616282857904
United States,1985,12.7,2.99,237924000,18236,North America,9.811152941333331
Uzbekistan,1985,84.3,0.63,18063201,9646,Asia,9.174298600628918
South Africa,1985,74.8,0.43,33752964,1909,Africa,7.554334823725748
United Arab Emirates,1986,21.2,6.09,1468697,23111,Asia,10.048063973643371
Argentina,1986,29.6,0.66,30748326,3443,South America,8.144098463338524
Australia,1986,11.0,1.75,16018350,11391,Oceania,9.340578848899913
Austria,1986,11.9,1.37,7569794,13083,Europe,9.479068956510876
Azerbaijan,1986,100.1,1.27,6770300,24369,Asia,10.101067111719063
Bangladesh,1986,171.3,0.02,98271746,221,Asia,5.3981627015177525
Bulgaria,1986,18.7,1.22,8958171,2260,Europe,7.723120092266331
Belarus,1986,17.0,2.96,10043000,9195,Europe,9.126415137038421
Brazil,1986,74.1,0.44,139643355,1836,South America,7.515344571180436
Canada,1986,9.4,2.73,26100278,14521,North America,9.583351156530737
Switzerland,1986,8.9,2.03,6504124,24459,Europe,10.10475352533102
Chile,1986,22.2,0.39,12514502,1509,South America,7.319202458767849
China,1986,53.8,0.09,1066790000,281,Asia,5.638354669333745
