Country,Year,Mortality Rate,Oil Consumption per capita (tonnes per year),Population,GDP per capita (US$),Continent,GDP per capita (log US$)
Spain,1993,7.9,1.31,39361262,13339,Europe,9.498447354141044
Finland,1993,5.8,1.96,5066447,17608,Europe,9.776108623206298
France,1993,7.6,1.59,59106166,22380,Europe,10.015922981865916
United Kingdom,1993,7.7,1.46,57718614,18390,Europe,9.819562317598367
Greece,1993,9.1,1.59,10460415,10401,Europe,9.249657234353133
Hungary,1993,14.5,0.74,10357523,3873,Europe,8.261784679514752
Indonesia,1993,73.0,0.19,191737287,824,Asia,6.714170529909472
India,1993,116.2,0.07,926351297,301,Asia,5.707110264748875
Ireland,1993,7.7,1.44,3576261,14657,Europe,9.5926733160273
Iceland,1993,5.8,2.79,263725,23579,Europe,10.068111764371048
Italy,1993,8.5,1.63,56831821,18738,Europe,9.838308826511133
Japan,1993,6.0,2.04,124829000,35681,Asia,10.482373613207029
Kazakhstan,1993,52.3,0.96,16380672,1429,Asia,7.264730177929867
"Korea, Rep.",1993,12.2,1.8,44194628,8884,Asia,9.092007185014317
Kuwait,1993,14.5,2.8,1653645,14477,Asia,9.580316462154043
Lithuania,1993,18.0,1.03,3682613,18267,Europe,9.812851432276684
Mexico,1993,39.4,0.82,86648447,5778,North America,8.661812881026181
Malaysia,1993,14.4,0.79,19050077,3511,Asia,8.163656176168432
Netherlands,1993,7.4,2.39,15290368,23122,Europe,10.048539824235267
Norway,1993,6.6,2.2,4311991,27963,Europe,10.238637486729267
New Zealand,1993,9.5,1.3,3572200,13094,Oceania,9.479909389001037
Pakistan,1993,131.1,0.11,125546615,412,Asia,6.021023349349527
Peru,1993,67.0,0.26,23513882,1481,South America,7.300472814267799
Philippines,1993,47.9,0.21,66083321,938,Asia,6.843749949006225
Poland,1993,16.0,0.37,38461408,2497,Europe,7.822845290279774
Portugal,1993,11.4,1.2,9964675,9534,Europe,9.162619635764772
Qatar,1993,17.1,2.13,486041,14724,Asia,9.597234094498912
Romania,1993,28.0,0.53,22763280,1158,Europe,7.05444965813294
Saudi Arabia,1993,35.3,2.84,17846461,7450,Asia,8.915969311373605
Singapore,1993,5.7,8.13,3313471,18290,Asia,9.814109741384911
Slovak Republic,1993,13.0,0.61,5325305,3102,Europe,8.039802343736485
Sweden,1993,5.7,1.84,8718561,24425,Europe,10.103362476910984
Thailand,1993,31.5,0.46,57776082,2230,Asia,7.709756864454165
Turkmenistan,1993,78.9,0.75,4031698,788,Asia,6.669498089857879
Ukraine,1993,19.6,0.48,52179200,1258,Europe,7.1372784372603855
United States,1993,10.1,3.03,259919000,26387,North America,10.18062674361135
Uzbekistan,1993,70.2,0.34,21942000,596,Asia,6.39024066706535
South Africa,1993,59.9,0.45,42525440,3461,Africa,8.149312843635345
United Arab Emirates,1994,13.6,8.17,2329024,25463,Asia,10.144981697062931
Argentina,1994,25.4,0.56,34488696,7464,South America,8.91784674252718
Australia,1994,7.3,1.9,17805468,18129,Oceania,9.805268145029668
Austria,1994,7.4,1.43,7936118,25646,Europe,10.152142893019061
Azerbaijan,1994,95.5,0.95,7596550,157,Asia,5.056245805348308
Bangladesh,1994,120.9,0.02,115614891,292,Asia,5.676753802268282
Bulgaria,1994,19.1,0.68,8443591,1148,Europe,7.045776576879511
Belarus,1994,15.7,1.15,10226955,1460,Europe,7.286191714702382
Brazil,1994,51.1,0.45,160980472,3393,South America,8.129469764784231
Canada,1994,7.2,2.7,29000663,19997,North America,9.903337541285003
Switzerland,1994,6.7,1.83,6993795,43092,Europe,10.671092644014083
Chile,1994,13.9,0.62,14210674,4011,South America,8.296795865770052
China,1994,49.2,0.12,1191835000,473,Asia,6.159095388491933
Colombia,1994,31.0,0.31,35295461,2314,South America,7.746732907753622
Germany,1994,6.8,1.66,81438348,27076,Europe,10.206403005628498
Denmark,1994,6.9,1.95,5206180,29995,Europe,10.308785980087194
Algeria,1994,49.4,0.31,27937006,1522,Africa,7.3277805384216315
Ecuador,1994,43.5,0.47,11347652,2001,South America,7.601402334583733
Spain,1994,7.4,1.36,39549108,13415,Europe,9.504128762859725
Finland,1994,5.5,2.04,5088333,20301,Europe,9.918425424900335
France,1994,7.0,1.53,59327585,23496,Europe,10.064585472878456
United Kingdom,1994,7.4,1.43,57865745,19708,Europe,9.888779923663854
Greece,1994,8.8,1.6,10512922,11091,Europe,9.313889247604742
Hungary,1994,13.3,0.79,10343355,4173,Europe,8.336390480591552
Indonesia,1994,69.5,0.19,194928533,907,Asia,6.810142450115136
India,1994,112.8,0.07,945261958,346,Asia,5.846438775057725
Ireland,1994,7.4,1.56,3590386,15902,Europe,9.674200166461429
Iceland,1994,5.5,2.77,266021,24018,Europe,10.086558828220628
Italy,1994,8.0,1.62,56843400,19337,Europe,9.869775638050593
Japan,1994,5.9,2.16,125178000,39933,Asia,10.594958328715128
Kazakhstan,1994,52.9,0.76,16145766,1316,Asia,7.182352111885263
"Korea, Rep.",1994,11.3,1.96,44641540,10385,Asia,9.248117736310213
Kuwait,1994,14.4,3.68,1641106,15141,Asia,9.625161575008372
Lithuania,1994,16.8,0.96,3657144,23448,Europe,10.062540482390729
Mexico,1994,37.5,0.88,88314424,5976,North America,8.695506726812653
Malaysia,1994,13.8,0.87,19588703,3802,Asia,8.243282523048375
Netherlands,1994,7.1,2.38,15382838,24646,Europe,10.112369894498068
Norway,1994,6.1,2.22,4336613,29315,Europe,10.285854609398315
New Zealand,1994,9.1,1.41,3620000,15279,Oceania,9.634234615552714
Pakistan,1994,127.9,0.12,129245139,404,Asia,6.0014148779611505
Peru,1994,62.4,0.27,23983258,1871,South America,7.534228326274089
Philippines,1994,45.7,0.22,67650283,1081,Asia,6.985641817639208
Poland,1994,15.4,0.39,38542652,2874,Europe,7.96346006663897
Portugal,1994,10.5,1.19,9991525,9977,Europe,9.208037722913508
Qatar,1994,16.1,2.31,500683,14728,Asia,9.597505722912913
Romania,1994,27.5,0.49,22730211,1323,Europe,7.187657164114956
Saudi Arabia,1994,32.8,3.08,18367528,7359,Asia,8.903679332926599
Singapore,1994,5.3,9.05,3419048,21552,Asia,9.978223898650144
Slovak Republic,1994,12.5,0.63,5346331,3771,Europe,8.235095497258357
Sweden,1994,5.2,1.93,8780745,26083,Europe,10.169039040099916
Thailand,1994,29.9,0.5,58610010,2502,Asia,7.824845691026856
Turkmenistan,1994,79.6,0.73,4133037,619,Asia,6.428105272684596
Ukraine,1994,19.9,0.39,51921400,1012,Europe,6.919683849847411
United States,1994,9.8,3.07,263126000,27694,North America,10.22897106221466
Uzbekistan,1994,69.9,0.3,22377000,576,Asia,6.3561076606958915
South Africa,1994,60.4,0.46,43267982,3547,Africa,8.173857454773621
United Arab Emirates,1995,13.1,7.65,2433988,27010,Asia,10.203962446786662
Argentina,1995,24.3,0.56,34946110,7383,South America,8.906935339059165
Australia,1995,7.0,1.95,18004882,20446,Oceania,9.92554254331696
Austria,1995,6.8,1.42,7948278,30325,Europe,10.31972773381225
Azerbaijan,1995,94.2,0.85,7684850,314,Asia,5.749392985908253
Bangladesh,1995,114.7,0.02,117793338,322,Asia,5.7745515455444085
Bulgaria,1995,19.1,0.67,8406067,2259,Europe,7.7226775164680035
Belarus,1995,15.7,1.01,10193831,1370,Europe,7.222566018822171
Brazil,1995,48.0,0.47,163515328,4704,South America,8.456168489578463
Canada,1995,6.9,2.72,29302311,20678,North America,9.936825612146638
Switzerland,1995,6.4,1.68,7040687,50115,Europe,10.822075643458966
Chile,1995,13.1,0.67,14416796,5094,South America,8.535818655539403
China,1995,47.4,0.13,1204855000,609,Asia,6.411818267709897
Colombia,1995,29.9,0.32,35970101,2571,South America,7.852050207265889
Germany,1995,6.5,1.65,81678051,31658,Europe,10.362746160245683
Denmark,1995,6.5,2.01,5233373,35351,Europe,10.473081959467745
Algeria,1995,48.5,0.3,28478022,1466,Africa,7.290292882446597
Ecuador,1995,40.8,0.44,11561683,2113,South America,7.655864017616056
Spain,1995,6.9,1.43,39724050,15471,Europe,9.646722582719068
Finland,1995,5.2,1.94,5107790,26271,Europe,10.176220948190334
France,1995,6.5,1.54,59543659,26889,Europe,10.199472560025471
United Kingdom,1995,7.2,1.41,58019030,23203,Europe,10.052036859639367
Greece,1995,8.5,1.65,10562153,12959,Europe,9.469545806435415
Hungary,1995,12.5,0.74,10328965,4494,Europe,8.410498452745275
Indonesia,1995,66.3,0.2,198140162,1020,Asia,6.927557906278317
India,1995,109.4,0.08,964279129,373,Asia,5.921578419643816
Ireland,1995,7.3,1.58,3608841,19158,Europe,9.860475661942838
Iceland,1995,5.3,2.87,267468,26633,Europe,10.18990632736338
Italy,1995,7.5,1.68,56844303,20664,Europe,9.936148334775677
Japan,1995,5.7,2.15,125472000,44197,Asia,10.696412192459125
Kazakhstan,1995,52.7,0.76,15816243,1288,Asia,7.160845906664299
"Korea, Rep.",1995,10.5,2.12,45092991,12564,Asia,9.438590860658538
Kuwait,1995,14.3,3.97,1655222,16424,Asia,9.70649895869877
Lithuania,1995,15.1,0.87,3629102,2167,Europe,7.681099001536359
Mexico,1995,35.8,0.79,89969572,4002,North America,8.294549515143679
Malaysia,1995,13.3,0.87,20136888,4405,Asia,8.39049553837028
Netherlands,1995,6.9,2.46,15459006,29258,Europe,10.283908319538032
Norway,1995,5.7,2.21,4359184,34875,Europe,10.459525519123666
New Zealand,1995,8.7,1.52,3673400,17399,Oceania,9.764168012286715
Pakistan,1995,124.6,0.12,133117476,455,Asia,6.12029741895095
Peru,1995,57.9,0.3,24449055,2180,South America,7.687080155783135
Philippines,1995,43.7,0.24,69250468,1222,Asia,7.108244139731541
Poland,1995,14.5,0.39,38594998,3686,Europe,8.212297138229768
Portugal,1995,9.7,1.28,10026176,11781,Europe,9.37424334324612
Qatar,1995,15.3,2.42,515133,15797,Asia,9.667575327569097
Romania,1995,27.1,0.59,22684270,1650,Europe,7.408530566894626
Saudi Arabia,1995,30.5,2.86,18888857,7588,Asia,8.934323331054905
Singapore,1995,5.0,9.18,3524506,24914,Asia,10.123185173446037
Slovak Republic,1995,11.9,0.6,5361999,4819,Europe,8.480321716640333
Sweden,1995,4.8,1.82,8826939,30283,Europe,10.318341777940978
Thailand,1995,28.4,0.57,59424834,2848,Asia,7.954372272531867
Turkmenistan,1995,79.9,0.65,4226623,587,Asia,6.375024819828097
Ukraine,1995,20.1,0.37,51512800,935,Europe,6.840546529288687
United States,1995,9.5,3.03,266278000,28690,North America,10.26430390897541
Uzbekistan,1995,69.4,0.29,22785000,585,Asia,6.371611847231857
South Africa,1995,61.3,0.48,43986084,3904,Africa,8.269756947532983
United Arab Emirates,1996,12.6,7.24,2572735,28596,Asia,10.261022126886742
Argentina,1996,23.2,0.58,35389362,7690,South America,8.94767606249969
Australia,1996,6.8,1.96,18224767,22020,Oceania,9.999706410276671
Austria,1996,6.3,1.46,7959017,29809,Europe,10.302565640319441
Azerbaijan,1996,91.9,0.76,7763000,409,Asia,6.013715156042802
Bangladesh,1996,108.6,0.02,119876868,387,Asia,5.958424693029782
Bulgaria,1996,19.3,0.68,8362826,1470,Europe,7.293017679772782
Belarus,1996,15.5,0.96,10159569,1452,Europe,7.280697195384741
Brazil,1996,45.0,0.49,166037122,5121,South America,8.54110501146255
Canada,1996,6.7,2.78,29610218,21296,North America,9.966274540634894
Switzerland,1996,6.1,1.73,7071850,48092,Europe,10.7808711220948
Chile,1996,12.5,0.73,14615483,5376,South America,8.589699882202986
China,1996,45.5,0.14,1217550000,709,Asia,6.5638555265321274
Colombia,1996,28.8,0.33,36632573,2652,South America,7.883069351305753
Germany,1996,6.2,1.67,81914831,30485,Europe,10.324990038341916
Denmark,1996,6.3,2.18,5263074,35650,Europe,10.481504425842441
Algeria,1996,47.3,0.28,28984634,1619,Africa,7.389563953677635
Ecuador,1996,38.2,0.49,11775221,2142,South America,7.669495251007694
Spain,1996,6.5,1.49,39889852,16109,Europe,9.687133400997965
Finland,1996,4.9,2.01,5124573,25783,Europe,10.157470639001309
France,1996,6.1,1.57,59756533,26870,Europe,10.198765701609537
United Kingdom,1996,7.0,1.44,58166950,24441,Europe,10.10401732897875
Greece,1996,8.1,1.7,10608800,13749,Europe,9.528721373177234
Hungary,1996,11.9,0.69,10311238,4525,Europe,8.417372856134026
Indonesia,1996,63.1,0.21,201373791,1129,Asia,7.029087564149662
India,1996,106.0,0.08,983281218,399,Asia,5.988961416889864
Ireland,1996,7.3,1.65,3637510,20835,Europe,9.944389543856554
Iceland,1996,5.1,2.96,268916,27614,Europe,10.226078169476098
Italy,1996,7.0,1.65,56860281,23081,Europe,10.04676504723975
Japan,1996,5.5,2.15,125757000,39150,Asia,10.575155701418948
Kazakhstan,1996,51.7,0.65,15578227,1350,Asia,7.2078598714324755
"Korea, Rep.",1996,9.7,2.26,45524681,13403,Asia,9.503233841478497
Kuwait,1996,14.1,3.84,1703318,18488,Asia,9.824877151954217
Lithuania,1996,13.5,0.91,3601613,2327,Europe,7.752335163302292
Mexico,1996,34.1,0.81,91586555,4487,North America,8.408939605975984
Malaysia,1996,12.9,0.9,20689051,4874,Asia,8.491670234185152
Netherlands,1996,6.7,2.41,15530498,29006,Europe,10.275257984120195
Norway,1996,5.4,2.3,4381336,37321,Europe,10.527311449886323
New Zealand,1996,8.4,1.49,3732000,18794,Oceania,9.84129294894301
Pakistan,1996,121.2,0.13,137234810,461,Asia,6.133398042996649
Peru,1996,53.4,0.31,24907304,2218,South America,7.704361167910313
Philippines,1996,42.1,0.25,70944969,1334,Asia,7.195937226475569
Poland,1996,13.2,0.45,38624370,4147,Europe,8.330140460246382
Portugal,1996,9.1,1.2,10063945,12185,Europe,9.407960966059306
Qatar,1996,14.6,2.55,529265,17116,Asia,9.747768977536708
Romania,1996,26.7,0.58,22619004,1633,Europe,7.398174092970465
Saudi Arabia,1996,28.5,2.98,19410280,8174,Asia,9.008713664124222
Singapore,1996,4.8,8.46,3670704,26232,Asia,10.174735318524483
Slovak Republic,1996,11.5,0.63,5373361,5196,Europe,8.55564437779049
Sweden,1996,4.5,1.97,8840998,32999,Europe,10.404232536959167
Thailand,1996,26.9,0.61,60211096,3039,Asia,8.019283792916793
Turkmenistan,1996,79.5,0.7,4301093,553,Asia,6.315358001522335
Ukraine,1996,20.2,0.28,51057800,872,Europe,6.77078942390898
United States,1996,9.2,3.11,269394000,29967,North America,10.307852055200259
Uzbekistan,1996,68.6,0.28,23225000,600,Asia,6.396929655216146
South Africa,1996,62.6,0.49,44661603,3654,Africa,8.203577736937952
United Arab Emirates,1997,12.2,6.81,2746119,28709,Asia,10.26496594143918
Argentina,1997,22.2,0.59,35815971,8176,South America,9.008958312443486
Australia,1997,6.6,2.0,18423037,23645,Oceania,10.070906955077977
Austria,1997,6.0,1.49,7968041,26705,Europe,10.19260609277387
Azerbaijan,1997,88.7,0.71,7838250,505,Asia,6.22455842927536
Bangladesh,1997,102.7,0.03,122039226,395,Asia,5.978885764901122
Bulgaria,1997,19.4,0.54,8312068,1361,Europe,7.215975002651466
Belarus,1997,15.1,0.86,10117433,1396,Europe,7.241366283322318
Brazil,1997,42.2,0.52,168546707,5240,South America,8.564076777315087
Canada,1997,6.5,2.86,29905948,21901,North America,9.994287576862567
Switzerland,1997,6.0,1.81,7088906,41584,Europe,10.635470756881272
Chile,1997,12.2,0.75,14809289,5788,South America,8.663542087751374
China,1997,43.5,0.16,1230075000,781,Asia,6.660575149839686
Colombia,1997,27.8,0.33,37291946,2860,South America,7.958576903813898
Germany,1997,5.9,1.66,82034771,26964,Europe,10.20225792197333
Denmark,1997,6.0,2.1,5284991,32836,Europe,10.399280753468156
Algeria,1997,46.0,0.27,29476031,1634,Africa,7.3987862754199485
Ecuador,1997,35.7,0.55,11987838,2349,South America,7.761744984658913
Spain,1997,6.1,1.57,40057389,14730,Europe,9.597641509456675
Finland,1997,4.7,1.98,5139835,24691,Europe,10.114194083746655
France,1997,5.8,1.57,59969944,24226,Europe,10.095181715576748
United Kingdom,1997,6.9,1.39,58316954,26779,Europe,10.195373277248482
Greece,1997,7.7,1.71,10661259,13427,Europe,9.505022884072709
Hungary,1997,11.5,0.69,10290486,4596,Europe,8.432941638968646
Indonesia,1997,60.2,0.22,204628007,1054,Asia,6.960347729101308
India,1997,102.5,0.09,1002335230,414,Asia,6.025865973825314
Ireland,1997,7.3,1.79,3674171,22551,Europe,10.023534689845578
Iceland,1997,4.8,3.13,271128,27919,Europe,10.237062739615967
Italy,1997,6.6,1.66,56890372,21829,Europe,9.990994639974362
Japan,1997,5.2,2.12,126057000,35638,Asia,10.48116776328736
Kazakhstan,1997,50.0,0.67,15334405,1445,Asia,7.275864600546533
"Korea, Rep.",1997,9.1,2.46,45953580,12398,Asia,9.425290448261865
Kuwait,1997,13.8,4.12,1761468,17230,Asia,9.754407329521975
Lithuania,1997,12.3,0.91,3575137,2830,Europe,7.948031990637284
Mexico,1997,32.5,0.83,93183094,5370,North America,8.58858318750291
Malaysia,1997,12.4,0.93,21249178,4706,Asia,8.456593569287309
Netherlands,1997,6.5,2.53,15610650,26700,Europe,10.19241884438834
Norway,1997,5.3,2.33,4405157,36629,Europe,10.508595555372908
New Zealand,1997,8.1,1.57,3781300,17473,Oceania,9.768412111339039
Pakistan,1997,117.8,0.13,141330267,441,Asia,6.089044875446846
Peru,1997,49.1,0.3,25365386,2292,South America,7.73718007783463
Philippines,1997,40.7,0.26,72718837,1294,Asia,7.165493475060845
Poland,1997,12.0,0.47,38649660,4123,Europe,8.3243363327069
Portugal,1997,8.6,1.36,10108977,11575,Europe,9.356602878954435
Qatar,1997,14.0,2.65,550591,20519,Asia,9.929106565153747
Romania,1997,25.9,0.61,22553978,1577,Europe,7.3632795869630385
Saudi Arabia,1997,26.6,3.03,19938377,8323,Asia,9.026778045746095
Singapore,1997,4.6,8.83,3796038,26375,Asia,10.180171870778368
Slovak Republic,1997,11.0,0.63,5383291,5146,Europe,8.545974992841689
Sweden,1997,4.3,1.82,8846062,30312,Europe,10.319298952698437
Thailand,1997,25.6,0.6,60989108,2462,Asia,7.808729306744399
Turkmenistan,1997,78.3,0.71,4363672,561,Asia,6.329720905522696
Ukraine,1997,20.0,0.27,50594600,991,Europe,6.898714534329988
United States,1997,8.9,3.11,272657000,31459,North America,10.356440389711647
Uzbekistan,1997,67.4,0.3,23667000,623,Asia,6.434546518787453
South Africa,1997,64.5,0.49,45285048,3731,Africa,8.224431573221159
United Arab Emirates,1998,11.8,5.22,2921130,25905,Asia,10.162191279248889
Argentina,1998,21.3,0.61,36233195,8250,South America,9.017968479328726
Australia,1998,6.4,1.98,18607584,21478,Oceania,9.974784434418162
Austria,1998,5.8,1.54,7976789,27361,Europe,10.216873920776164
Azerbaijan,1998,84.6,0.75,7913000,561,Asia,6.329720905522696
Bangladesh,1998,96.9,0.03,124350471,401,Asia,5.993961427306569
Bulgaria,1998,19.0,0.59,8256786,1820,Europe,7.506591780070841
Belarus,1998,14.5,0.85,10071963,1511,Europe,7.32052696227274
Brazil,1998,39.5,0.53,171039804,5049,South America,8.526945482858915
Canada,1998,6.4,2.88,30155173,21024,North America,9.953419921284338
Switzerland,1998,5.8,1.83,7110001,42680,Europe,10.66148570541569
Chile,1998,11.9,0.76,14996742,5467,South America,8.606485298894999
China,1998,41.4,0.16,1241935000,828,Asia,6.71901315438526
Colombia,1998,26.8,0.31,37944414,2595,South America,7.861341795599989
Germany,1998,5.7,1.66,82047195,27289,Europe,10.214238969571854
Denmark,1998,5.9,2.02,5304219,33368,Europe,10.415352635876781
Algeria,1998,44.7,0.28,29924668,1610,Africa,7.383989457978509
Ecuador,1998,33.4,0.56,12199693,2293,South America,7.737616282857904
Spain,1998,5.8,1.67,40223509,15394,Europe,9.641733102094262
Finland,1998,4.6,2.04,5153498,26009,Europe,10.166197910952352
France,1998,5.6,1.62,60192790,24971,Europe,10.125470430529585
United Kingdom,1998,6.8,1.38,58487141,28296,Europe,10.250475730885316
Greece,1998,7.3,1.68,10720509,13472,Europe,9.508368736482108
Hungary,1998,11.1,0.72,10266570,4744,Europe,8.464635940677562
Indonesia,1998,57.4,0.21,207855486,459,Asia,6.129050210060545
India,1998,98.9,0.09,1021434576,412,Asia,6.021023349349527
Ireland,1998,7.3,1.99,3712696,24294,Europe,10.097984685260217
Iceland,1998,4.5,3.13,274047,31030,Europe,10.342709757442426
Italy,1998,6.2,1.67,56906744,22318,Europe,10.013148806745647
Japan,1998,5.0,2.02,126400000,32423,Asia,10.386623326480455
Kazakhstan,1998,47.8,0.56,15071640,1468,Asia,7.291656209174461
"Korea, Rep.",1998,8.5,2.06,46286503,8281,Asia,9.0217190130337
Kuwait,1998,13.5,5.17,1819544,14258,Asia,9.565073431677574
Lithuania,1998,11.6,1.06,3549331,3166,Europe,8.060224240440958
Mexico,1998,31.0,0.85,94767284,5555,North America,8.62245370207373
Malaysia,1998,11.7,0.84,21810542,3308,Asia,8.104099056143582
Netherlands,1998,6.4,2.51,15707209,27885,Europe,10.235844188823654
Norway,1998,5.1,2.25,4431464,34803,Europe,10.457458868943517
New Zealand,1998,7.8,1.56,3815000,14738,Oceania,9.598184471326945
Pakistan,1998,114.4,0.13,145476106,427,Asia,6.056784013228625
Peru,1998,45.1,0.29,25818226,2149,South America,7.67275789664251
Philippines,1998,39.5,0.26,74491918,1000,Asia,6.907755278982137
Poland,1998,10.9,0.52,38663481,4518,Europe,8.415824697027949
Portugal,1998,8.2,1.51,10160196,12199,Europe,9.409109260148737
Qatar,1998,13.5,2.63,580997,17651,Asia,9.77854771798028
Romania,1998,24.5,0.53,22507344,1852,Europe,7.524021415206125
Saudi Arabia,1998,24.9,3.19,20472580,7169,Asia,8.877521453852872
Singapore,1998,4.4,8.85,3927213,21829,Asia,9.990994639974362
Slovak Republic,1998,10.5,0.7,5390516,5538,Europe,8.619388703730907
Sweden,1998,4.2,1.83,8850974,30596,Europe,10.328624560441757
Thailand,1998,24.3,0.54,61745217,1841,Asia,7.518064181233078
Turkmenistan,1998,76.2,0.77,4431517,587,Asia,6.375024819828097
Ukraine,1998,19.6,0.29,50144500,835,Europe,6.727431724850855
United States,1998,8.8,3.13,275854000,32853,North America,10.39979834394387
Uzbekistan,1998,65.7,0.29,24051000,623,Asia,6.434546518787453
South Africa,1998,66.6,0.49,45852166,3336,Africa,8.112527763478637
United Arab Emirates,1999,11.5,4.74,3097563,27261,Asia,10.213212388363457
Argentina,1999,20.4,0.57,36653031,7735,South America,8.953510763007166
Australia,1999,6.3,2.01,18812264,20698,Oceania,9.937792356228119
Austria,1999,5.6,1.51,7992324,27183,Europe,10.21034705689017
Azerbaijan,1999,79.7,0.71,7982750,573,Asia,6.35088571671474
Bangladesh,1999,91.3,0.03,126754824,404,Asia,6.0014148779611505
Bulgaria,1999,18.2,0.55,8210624,1659,Europe,7.413970290190444
Belarus,1999,13.7,0.75,10026738,1210,Europe,7.098375638590786
Brazil,1999,37.0,0.54,173486281,3456,South America,8.147867129923947
Canada,1999,6.3,2.87,30401286,22315,North America,10.01301437706337
Switzerland,1999,5.7,1.77,7143991,41696,Europe,10.638160479924572
Chile,1999,11.5,0.75,15176410,4981,South America,8.513385953073284
China,1999,39.1,0.17,1252735000,873,Asia,6.771935555839602
Colombia,1999,25.9,0.27,38585033,2236,South America,7.71244383427499
Germany,1999,5.5,1.61,82100243,26734,Europe,10.193691442531419
Denmark,1999,5.7,2.0,5321799,33440,Europe,10.417508067198638
Algeria,1999,43.2,0.27,30346083,1602,Africa,7.379008127628304
Ecuador,1999,31.4,0.5,12412046,1582,South America,7.366445148327599
Spain,1999,5.6,1.71,40386875,15720,Europe,9.662689065983198
Finland,1999,4.4,2.07,5165474,26186,Europe,10.172980195787698
France,1999,5.5,1.64,60504420,24678,Europe,10.11366743745848
United Kingdom,1999,6.7,1.35,58682466,28788,Europe,10.267713912627695
Greece,1999,6.9,1.71,10761698,13249,Europe,9.491677356868124
Hungary,1999,10.7,0.7,10237530,4793,Europe,8.474911799159631
Indonesia,1999,54.7,0.22,210996910,663,Asia,6.4967749901858625
India,1999,95.3,0.1,1040500054,440,Asia,6.0867747269123065
Ireland,1999,7.3,2.22,3754786,26338,Europe,10.178768042270166
Iceland,1999,4.3,3.23,277381,32381,Europe,10.38532711001602
Italy,1999,5.9,1.66,56916317,22005,Europe,9.999024979245192
Japan,1999,4.7,2.05,126631000,36610,Asia,10.508076706114283
Kazakhstan,1999,45.3,0.46,14928374,1130,Asia,7.029972911706386
"Korea, Rep.",1999,8.0,2.2,46616677,10672,Asia,9.275378768155404
Kuwait,1999,13.1,5.55,1877427,16044,Asia,9.683090226889943
Lithuania,1999,11.2,0.88,3524238,3113,Europe,8.043342170441608
Mexico,1999,29.6,0.84,96334810,6230,North America,8.737131611781498
Malaysia,1999,11.0,0.88,22368655,3538,Asia,8.17131687471973
Netherlands,1999,6.3,2.57,15812088,28272,Europe,10.249627194559478
Norway,1999,5.0,2.25,4461913,36393,Europe,10.502131727439028
New Zealand,1999,7.6,1.57,3835100,15322,Oceania,9.637044983076766
Pakistan,1999,111.1,0.13,149694462,420,Asia,6.040254711277414
Peru,1999,41.4,0.3,26252239,1911,South America,7.555381944240273
Philippines,1999,38.5,0.24,76249064,1123,Asia,7.023758954738443
Poland,1999,10.0,0.52,38660271,4398,Europe,8.388905171114706
Portugal,1999,7.7,1.54,10217828,12475,Europe,9.431481920619719
Qatar,1999,13.0,2.44,613302,20207,Asia,9.913784358013496
Romania,1999,22.8,0.43,22472040,1599,Europe,7.377133712833954
Saudi Arabia,1999,23.4,3.24,21009660,7697,Asia,8.948585921534317
Singapore,1999,4.2,8.21,3958723,21796,Asia,9.989481745702989
Slovak Republic,1999,10.1,0.64,5396020,5645,Europe,8.638525476583762
Sweden,1999,4.1,1.82,8857874,30940,Europe,10.339805124127057
Thailand,1999,23.1,0.53,62442651,2028,Asia,7.614805364711073
Turkmenistan,1999,73.3,0.81,4501079,544,Asia,6.298949246855942
Ukraine,1999,19.0,0.26,49674000,635,Europe,6.453624998892692
United States,1999,8.6,3.18,279040000,34515,North America,10.449149291137577
Uzbekistan,1999,63.4,0.28,24311650,702,Asia,6.553933404025811
South Africa,1999,68.6,0.49,46364681,3267,Africa,8.09162741160107
United Arab Emirates,2000,11.1,4.21,3275333,31855,Asia,10.368949634550589
Argentina,2000,19.7,0.55,37070774,7666,South America,8.9445502459405
Australia,2000,6.2,1.97,19028802,21853,Oceania,9.992093490870152
Austria,2000,5.5,1.47,8011566,24625,Europe,10.11151746604029
Azerbaijan,2000,74.6,0.78,8048600,655,Asia,6.484635235635252
Bangladesh,2000,86.1,0.02,129193327,413,Asia,6.023447592961033
Bulgaria,2000,17.4,0.49,8170172,1621,Europe,7.390798521735676
Belarus,2000,12.8,0.69,9979610,1276,Europe,7.151485463904735
Brazil,2000,34.7,0.53,175873720,3726,South America,8.223090551161533
Canada,2000,6.2,2.87,30685730,24271,North America,10.097037501003259
Switzerland,2000,5.6,1.7,7184250,38864,Europe,10.567823651241953
Chile,2000,10.9,0.7,15351799,5097,South America,8.536407410340042
China,2000,36.7,0.18,1262645000,959,Asia,6.8658910748834385
Colombia,2000,25.1,0.26,39215135,2546,South America,7.842278779117352
Germany,2000,5.4,1.58,82211508,23694,Europe,10.072977130514705
Denmark,2000,5.6,1.94,5339616,30743,Europe,10.333417605043806
Algeria,2000,41.7,0.28,30774621,1780,Africa,7.484368643286131
Ecuador,2000,29.6,0.47,12626507,1451,South America,7.280008252884188
Spain,2000,5.4,1.74,40567864,14749,Europe,9.598930562859502
Finland,2000,4.3,2.07,5176209,24345,Europe,10.100081768616802
France,2000,5.4,1.61,60921384,22416,Europe,10.017530268576788
United Kingdom,2000,6.5,1.33,58892514,28289,Europe,10.250228315491283
Greece,2000,6.4,1.82,10805808,12072,Europe,9.398644000447685
